Unnamed: 0,index,plant,calendar_year,calendar_yeer_week,sloc,quantity,total_amount,product_id
0,0,1201,2022,20221031,3000,19,0,1259098aaa8e447181f13903f84e5db1OOO35
1,1,1201,2022,20221031,3000,40,-17000,39b38616e4d649ab9c3b7d04e82e079fOOO36
2,2,1201,2022,20221031,3000,95,17000,8db14e88898e40a392f80ed69c30e206OOO37
3,3,1201,2022,20221031,3000,86,17000,7c15de90afd343338f93c8f65a0d8380OOO38
4,4,1201,2022,20221031,3000,103,17000,6c04a173aec34690b242ed4e09367e96OOO39
5,5,1201,2022,20221031,3000,9,-17000,b4065626c09e4eb7b4b387d04d74170aOOO40
6,6,1201,2022,20221031,3000,26,0,036c992831934003b29399e39f0a439eOOO41
7,7,1201,2022,20221031,3000,34,-17000,f9d526e2da2942949d127210c4f25876OOO42
8,8,1201,2022,20221031,3000,3,0,c442166f4551413bb4976325915978daDEN35
9,9,1201,2022,20221031,3000,10,0,85d739e45b7e4c2db7b923db7d8d9a7fDEN37
10,10,1201,2022,20221031,3000,3,0,7fb66c2a533f4e889c7fad82411b4fdcTRG35
11,11,1201,2022,20221031,3000,10,0,80694863979743828576f8167c1fa0baTRG37
12,12,1201,2022,20221031,3000,3,0,42a8d52dd6074860a501c6d2039b8c3cKED35
13,13,1201,2022,20221031,3000,8,0,f77a228929774d258a47f7ab42f21b7aKED37
14,14,1201,2022,20221031,3000,3,0,aaabce45a8694a29851bce73222db112KEM35
15,15,1201,2022,20221031,3000,8,0,83ed7465578e40dda3b7611065d9a4b8KEM37
16,16,1201,2022,20221031,3000,25,153440,580bc3b540084a159cb49b660b3141a8DEN35
17,17,1201,2022,20221031,3000,25,72286,6bfb53ccea8a442984b741598c2e86aaDEN36
18,18,1201,2022,20221031,3000,26,134640,abc8a468febb48afa70afd4a0a827335DEN37
19,19,1201,2022,20221031,3000,45,330480,118f372a8cf542049aeacf895345d378TRG35
20,20,1201,2022,20221031,3000,27,110160,19b16a6c1dc14f689eab490954e60765TRG36
21,21,1201,2022,20221031,3000,48,367200,a67e723caa5a405eb3207a1cfe03f9a0TRG37
22,22,1201,2022,20221031,3000,15,0,bf6f2240b38144d095fbaf7dcd250561XDG21
23,23,1201,2022,20221031,3000,23,0,f018c567582d447ba5d3798090210f5bHOG23
24,24,1201,2022,20221031,3000,23,0,49bc3134c1b844719a03e9f2cfb6983cXAM23
25,25,1201,2022,20221031,3000,20,0,dd392a58fe6a4db7add91e01553e7835HOG23
26,26,1201,2022,20221031,3000,23,0,8fcd05874c5445f8a7f403169903edc5XAM25
27,27,1201,2022,20221031,3000,19,0,f1cc5e4f7160454aa718723c227d2495XAM25
28,28,1201,2022,20221031,3000,48,33216,69a98e7d95254720987f31519d14c9ccDEN25
29,29,1201,2022,20221031,3000,30,40289,4e783f7791914a3180ed8e39dbf23993DEN25
30,30,1201,2022,20221031,3000,1,80920,adbfd3ce7f0744a7b1d0b315b76c9b16OOO25
31,31,1201,2022,20221031,3000,24,0,395b6e7264594816aba6cc8d1b16e3efXAM25
32,32,1201,2022,20221031,3000,24,0,3be94d1a82af43fdbbfc788943ad22b2XAM25
33,33,1201,2022,20221031,3000,23,0,33628652d1c841819a0dfe5901425e8dXAM25
34,34,1201,2022,20221031,3000,28,-66217,cfdc28cea6234b4987ef50cba4a92fadDEN25
35,35,1201,2022,20221031,3000,50,-80240,d99a70a3d54f4bf58b4ee33d7c1f0ab4DEN25
36,36,1201,2022,20221031,3000,4,0,227401c5a9194e77b4b78cfc79288b07DEN21
37,37,1201,2022,20221031,3000,10,0,dc53b968987e4d159d6a92fdf4e1972bDEN23
38,38,1201,2022,20221031,3000,20,0,e49ff33b828b4be082b83ae895d75f6dCAM21
39,39,1201,2022,20221031,3000,25,0,136313eab5fc40fda9c4eae6aa5c544eDOO21
40,40,1201,2022,20221031,3000,8,0,f4bec8d73fee41788217cffb216bf296XAM21
41,41,1201,2022,20221031,3000,2,0,c55259f54b0343afa33467c6b7e5b371DEN21
42,42,1201,2022,20221031,3000,2,0,fcdbfd02da964ee6ae359b7978128ab2DOO21
43,43,1201,2022,20221031,3000,2,0,4e40eed9f4a64fae94909e3d2accc9dbXAM21
44,44,1201,2022,20221031,3000,2,0,4f781c2f35c94142ac29f44d7138148cXDG21
45,45,1201,2022,20221031,3000,1,0,9bf6205e9832465e9b9c13172c00d81fDOO29
46,46,1201,2022,20221031,3000,1,0,72c6df122d0f48a5891dcaadd20be6caXMN24
47,47,1201,2022,20221031,3000,1,132600,9941cc99252644178e22d601b6f84b7aXMN25
48,48,1201,2022,20221031,3000,1,0,73badbe5dc524ccbb09c13cdd8fb654cXMN35
49,49,1201,2022,20221031,3000,1,-598400,03fc90d9da054694af1e41516472d7ecHOG28
50,50,1201,2022,20221031,3000,1,-897600,dfdda5209a544aa0951337eb25a65b85HOG30
51,51,1201,2022,20221031,3000,1,0,0d06adf967bd4ca8abda8703884e497aHOG31
52,52,1201,2022,20221031,3000,1,-448800,dbed5932c1534e38b04e2aee2cb43408HOG32
53,53,1201,2022,20221031,3000,1,-149600,d0c0dcdde4294e79acf88d8786359d18HOG33
54,54,1201,2022,20221031,3000,1,-489600,1faf1f166a734bdb8b891a677d8cb572HOG35
55,55,1201,2022,20221031,3000,1,-163200,c9c637c443b04061b5b306e89259788cHOG36
56,56,1201,2022,20221031,3000,1,0,283c712874934d83b6b280aecdc8ed9bHOG37
57,57,1201,2022,20221031,3000,1,-299200,17baf6fd61644b9ebfb034fa1bef48b7TRG28
58,58,1201,2022,20221031,3000,1,-149600,29eaf604ab0e41cbb2ed93cf52c04af7TRG30
59,59,1201,2022,20221031,3000,2,0,ad432f6a30824b7c92a1eec7972e6befHOG26
60,60,1201,2022,20221031,3000,2,0,6789a88f57fe4a93928d40ee240d6a34HOG28
61,61,1201,2022,20221031,3000,2,0,e961db4816cd46d1a4e591c8caec9ce2HOG29
62,62,1201,2022,20221031,3000,1,0,b9590fe4bfd84a958781e4e283f57342HOG30
63,63,1201,2022,20221031,3000,2,0,731ab5792d434d0f955df86450acd495HOG31
64,64,1201,2022,20221031,3000,1,0,2b628649ca1b4ac0ae3e4fe5e9059361HOG32
65,65,1201,2022,20221031,3000,1,0,f71f3c1026d2474d8083e8789b3dd840XDG28
66,66,1201,2022,20221031,3000,1,0,8ec2084ec889457da0aa2c7956f3e639XDG33
67,67,1201,2022,20221031,3000,1,0,100e28b3a4b04295858377a6a4a006edHOG25
68,68,1201,2022,20221031,3000,1,-440700,58646b714bc74af79e89539889794180HOG34
69,69,1201,2022,20221031,3000,1,-220350,1bbd17d0f4c1400397447bd2d8d239e8HOG35
70,70,1201,2022,20221031,3000,2,0,b49e6edf5bb249c88ee8cd1acb060e5bTIM24
71,71,1201,2022,20221031,3000,1,0,113665f7787a4ff99825590ca6a5abefTIM29
72,72,1201,2022,20221031,3000,2,661050,234bdc826dec487d84fe40a1a369860fTIM34
73,73,1201,2022,20221031,3000,3,220350,fddf40941e8b46bb9903877a0077309bTIM35
74,74,1201,2022,20221031,3000,1,0,42966571d6be45379ff239857c09f592HOG28
75,75,1201,2022,20221031,3000,1,0,ca3ea7368690428eacadba2dd469b78cHOG29
76,76,1201,2022,20221031,3000,1,312800,f7064c8f4b58447d99307e9b76fda322HOG30
77,77,1201,2022,20221031,3000,1,-156400,47db89b5afcb40eba414e11429b8ea62HOG31
78,78,1201,2022,20221031,3000,1,0,f30564dcc00a40039074f1c1dc2b8c84HOG32
79,79,1201,2022,20221031,3000,1,0,925575e56d4444bb84f7fc159608f7b4HOG33
80,80,1201,2022,20221031,3000,1,0,854412ee04f74543891bbbbd2731c8f7HOG34
81,81,1201,2022,20221031,3000,1,0,f7a5913ac98044b684846dae239d7570HOG35
82,82,1201,2022,20221031,3000,1,0,b63d71faca7c4c9bb118154aa494134eHOG36
83,83,1201,2022,20221031,3000,1,0,23dc5808096c4266a205df060de26845HOG37
