Unnamed: 0,index,plant,calendar_year,calendar_yeer_week,sloc,quantity,total_amount,product_id
0,0,1201,2022,20221130,3000,19,0,1259098aaa8e447181f13903f84e5db1OOO35
1,1,1201,2022,20221130,3000,40,-17000,39b38616e4d649ab9c3b7d04e82e079fOOO36
2,2,1201,2022,20221130,3000,94,17000,8db14e88898e40a392f80ed69c30e206OOO37
3,3,1201,2022,20221130,3000,86,17000,7c15de90afd343338f93c8f65a0d8380OOO38
4,4,1201,2022,20221130,3000,103,17000,6c04a173aec34690b242ed4e09367e96OOO39
5,5,1201,2022,20221130,3000,9,-17000,b4065626c09e4eb7b4b387d04d74170aOOO40
6,6,1201,2022,20221130,3000,26,0,036c992831934003b29399e39f0a439eOOO41
7,7,1201,2022,20221130,3000,34,-17000,f9d526e2da2942949d127210c4f25876OOO42
8,8,1201,2022,20221130,3000,3,0,c442166f4551413bb4976325915978daDEN35
9,9,1201,2022,20221130,3000,10,0,85d739e45b7e4c2db7b923db7d8d9a7fDEN37
10,10,1201,2022,20221130,3000,3,0,7fb66c2a533f4e889c7fad82411b4fdcTRG35
11,11,1201,2022,20221130,3000,10,0,80694863979743828576f8167c1fa0baTRG37
12,12,1201,2022,20221130,3000,3,0,42a8d52dd6074860a501c6d2039b8c3cKED35
13,13,1201,2022,20221130,3000,8,0,f77a228929774d258a47f7ab42f21b7aKED37
14,14,1201,2022,20221130,3000,3,0,aaabce45a8694a29851bce73222db112KEM35
15,15,1201,2022,20221130,3000,8,0,83ed7465578e40dda3b7611065d9a4b8KEM37
16,16,1201,2022,20221130,3000,25,153440,580bc3b540084a159cb49b660b3141a8DEN35
17,17,1201,2022,20221130,3000,25,72286,6bfb53ccea8a442984b741598c2e86aaDEN36
18,18,1201,2022,20221130,3000,26,134640,abc8a468febb48afa70afd4a0a827335DEN37
19,19,1201,2022,20221130,3000,45,330480,118f372a8cf542049aeacf895345d378TRG35
20,20,1201,2022,20221130,3000,27,110160,19b16a6c1dc14f689eab490954e60765TRG36
21,21,1201,2022,20221130,3000,48,367200,a67e723caa5a405eb3207a1cfe03f9a0TRG37
22,22,1201,2022,20221130,3000,15,0,bf6f2240b38144d095fbaf7dcd250561XDG21
23,23,1201,2022,20221130,3000,22,0,f018c567582d447ba5d3798090210f5bHOG23
24,24,1201,2022,20221130,3000,22,0,49bc3134c1b844719a03e9f2cfb6983cXAM23
25,25,1201,2022,20221130,3000,16,0,dd392a58fe6a4db7add91e01553e7835HOG23
26,26,1201,2022,20221130,3000,22,0,8fcd05874c5445f8a7f403169903edc5XAM25
27,27,1201,2022,20221130,3000,14,0,f1cc5e4f7160454aa718723c227d2495XAM25
28,28,1201,2022,20221130,3000,34,33216,69a98e7d95254720987f31519d14c9ccDEN25
29,29,1201,2022,20221130,3000,27,40289,4e783f7791914a3180ed8e39dbf23993DEN25
30,30,1201,2022,20221130,3000,24,0,395b6e7264594816aba6cc8d1b16e3efXAM25
31,31,1201,2022,20221130,3000,21,0,3be94d1a82af43fdbbfc788943ad22b2XAM25
32,32,1201,2022,20221130,3000,21,0,33628652d1c841819a0dfe5901425e8dXAM25
33,33,1201,2022,20221130,3000,28,-66217,cfdc28cea6234b4987ef50cba4a92fadDEN25
34,34,1201,2022,20221130,3000,48,-80240,d99a70a3d54f4bf58b4ee33d7c1f0ab4DEN25
35,35,1201,2022,20221130,3000,4,0,227401c5a9194e77b4b78cfc79288b07DEN21
36,36,1201,2022,20221130,3000,9,0,dc53b968987e4d159d6a92fdf4e1972bDEN23
37,37,1201,2022,20221130,3000,18,0,e49ff33b828b4be082b83ae895d75f6dCAM21
38,38,1201,2022,20221130,3000,24,0,136313eab5fc40fda9c4eae6aa5c544eDOO21
39,39,1201,2022,20221130,3000,8,0,f4bec8d73fee41788217cffb216bf296XAM21
40,40,1201,2022,20221130,3000,2,0,c55259f54b0343afa33467c6b7e5b371DEN21
41,41,1201,2022,20221130,3000,2,0,fcdbfd02da964ee6ae359b7978128ab2DOO21
42,42,1201,2022,20221130,3000,2,0,4e40eed9f4a64fae94909e3d2accc9dbXAM21
43,43,1201,2022,20221130,3000,2,0,4f781c2f35c94142ac29f44d7138148cXDG21
44,44,1201,2022,20221130,3000,1,-598400,03fc90d9da054694af1e41516472d7ecHOG28
45,45,1201,2022,20221130,3000,1,-897600,dfdda5209a544aa0951337eb25a65b85HOG30
46,46,1201,2022,20221130,3000,1,0,0d06adf967bd4ca8abda8703884e497aHOG31
47,47,1201,2022,20221130,3000,1,-448800,dbed5932c1534e38b04e2aee2cb43408HOG32
48,48,1201,2022,20221130,3000,1,-149600,d0c0dcdde4294e79acf88d8786359d18HOG33
49,49,1201,2022,20221130,3000,1,-489600,1faf1f166a734bdb8b891a677d8cb572HOG35
50,50,1201,2022,20221130,3000,1,-163200,c9c637c443b04061b5b306e89259788cHOG36
51,51,1201,2022,20221130,3000,1,0,283c712874934d83b6b280aecdc8ed9bHOG37
52,52,1201,2022,20221130,3000,1,-299200,17baf6fd61644b9ebfb034fa1bef48b7TRG28
53,53,1201,2022,20221130,3000,1,-149600,29eaf604ab0e41cbb2ed93cf52c04af7TRG30
54,54,1201,2022,20221130,3000,1,0,ad432f6a30824b7c92a1eec7972e6befHOG26
55,55,1201,2022,20221130,3000,2,0,6789a88f57fe4a93928d40ee240d6a34HOG28
56,56,1201,2022,20221130,3000,1,0,b9590fe4bfd84a958781e4e283f57342HOG30
57,57,1201,2022,20221130,3000,2,0,731ab5792d434d0f955df86450acd495HOG31
58,58,1201,2022,20221130,3000,1,0,f71f3c1026d2474d8083e8789b3dd840XDG28
59,59,1201,2022,20221130,3000,1,0,8ec2084ec889457da0aa2c7956f3e639XDG33
60,60,1201,2022,20221130,3000,1,0,100e28b3a4b04295858377a6a4a006edHOG25
61,61,1201,2022,20221130,3000,1,-220350,1bbd17d0f4c1400397447bd2d8d239e8HOG35
62,62,1201,2022,20221130,3000,1,-200850,b49e6edf5bb249c88ee8cd1acb060e5bTIM24
63,63,1201,2022,20221130,3000,2,0,fddf40941e8b46bb9903877a0077309bTIM35
64,64,1201,2022,20221130,3000,1,0,42966571d6be45379ff239857c09f592HOG28
65,65,1201,2022,20221130,3000,1,0,ca3ea7368690428eacadba2dd469b78cHOG29
66,66,1201,2022,20221130,3000,1,312800,f7064c8f4b58447d99307e9b76fda322HOG30
67,67,1201,2022,20221130,3000,1,-156400,47db89b5afcb40eba414e11429b8ea62HOG31
68,68,1201,2022,20221130,3000,1,0,f30564dcc00a40039074f1c1dc2b8c84HOG32
69,69,1201,2022,20221130,3000,1,0,925575e56d4444bb84f7fc159608f7b4HOG33
70,70,1201,2022,20221130,3000,1,0,854412ee04f74543891bbbbd2731c8f7HOG34
71,71,1201,2022,20221130,3000,1,0,f7a5913ac98044b684846dae239d7570HOG35
72,72,1201,2022,20221130,3000,1,0,b63d71faca7c4c9bb118154aa494134eHOG36
73,73,1201,2022,20221130,3000,1,-156400,5c65b6aa438744eaa5ac7c1a78550cb3BAC28
74,74,1201,2022,20221130,3000,1,0,f679bb261c514dff907a840aa1e204cfHOG31
75,75,1201,2022,20221130,3000,1,0,9c40a60fa0a34a27affa0ce0a87e9e8bHOG35
76,76,1201,2022,20221130,3000,1,0,4219ddc2e4914e0098731e52a7922825HOG37
77,77,1201,2022,20221130,3000,1,0,86a0ce2dd9904541bc80fc7778a51995HOG28
78,78,1201,2022,20221130,3000,1,-312800,37eb486df3614b3a9b253cc6fda0d657HOG31
79,79,1201,2022,20221130,3000,1,156400,c0d7f79f509a4ffd9b0766f1a506741dHOG32
80,80,1201,2022,20221130,3000,1,156400,bd2a4d0b71be4135ba36861dfbcb929eHOG33
81,81,1201,2022,20221130,3000,1,-170000,b7e1e42997f64aa6836c2853c0fad1d1HOG35
82,82,1201,2022,20221130,3000,2,0,7d795f07c1be4e5aad0558a860825f85HOG36
83,83,1201,2022,20221130,3000,1,-340000,58bc5a49cfea4efd8032e7ab9fbf5968HOG37
84,84,1201,2022,20221130,3000,1,0,e13263a9479e40a38b6804590e7dc462DEN29
85,85,1201,2022,20221130,3000,1,-170000,1ca65a6902f34af9b7e4a9eac366a2dfHOG28
86,86,1201,2022,20221130,3000,1,-170000,b229a320d0f64720989f9c1202c20ed0HOG29
87,87,1201,2022,20221130,3000,1,-340000,16377c67760744e7ae8ebe349608368cHOG30
88,88,1201,2022,20221130,3000,1,0,6eda0d44a6234f709b21445ecf955455HOG31
89,89,1201,2022,20221130,3000,1,0,bee9e56be703457484d34b9d060e9617HOG32
90,90,1201,2022,20221130,3000,1,0,25ab546e88c4495a91dda2257c572f71HOG33
91,91,1201,2022,20221130,3000,1,-183600,480082c8f75843cba17c65e168a6b5e4HOG34
92,92,1201,2022,20221130,3000,1,-183600,d13bd4063ecb45bfaf187a241dd67df9HOG35
93,93,1201,2022,20221130,3000,1,-183600,932607e5827d4e9bb930e00386562aa0HOG37
94,94,1201,2022,20221130,3000,2,0,7f7ba2bcd25c4eff8b8cc20983f03a6fDEN37
95,95,1201,2022,20221130,3000,1,-190400,bb18186fc002438aac80a6b5de7ccc1eHOG30
96,96,1201,2022,20221130,3000,1,0,9b3a85acc69e4e0695ceed61a533dbe3HOG31
97,97,1201,2022,20221130,3000,1,0,e908ba90ae744413acccdca3ede2a0d2HOG32
98,98,1201,2022,20221130,3000,1,0,e122e2b4031a42a58cfce1b1b50e729cHOG34
99,99,1201,2022,20221130,3000,2,0,b27a5a620b084d27932de78c8ed123a7HOG35
100,100,1201,2022,20221130,3000,2,0,1527bcfd43204f1ba1d4fe32169e6f4aHOG37
101,101,1201,2022,20221130,3000,2,170000,3c7a8bb4f08d427195be236ceb475090HOG31
102,102,1201,2022,20221130,3000,1,0,161a810467f64834b988d4952793ef43HOG33
103,103,1201,2022,20221130,3000,1,0,30348fc37a06428999d497e655d6be71HOG34
104,104,1201,2022,20221130,3000,1,-204000,cac416d0670549deadea7fd04e50fda2HOG36
105,105,1201,2022,20221130,3000,1,-204000,cd8814870acc4e739cd0cd4cb9bc5ee9HOG37
106,106,1201,2022,20221130,3000,1,0,f7b65cea13f247028b491d3e5552eaa7DEN32
107,107,1201,2022,20221130,3000,1,0,e012f35724ff4698b95031c1f06b1465HOG28
108,108,1201,2022,20221130,3000,1,0,9553f5dd095b4906a35d1820486ac229HOG29
109,109,1201,2022,20221130,3000,1,-557600,2be01a5a139346f294e424d2780c9c78HOG30
110,110,1201,2022,20221130,3000,1,-557600,daf3aa13254d473b875ab8dbb874fe2aHOG31
111,111,1201,2022,20221130,3000,1,-557600,12b4a1757e5e4f67b0b837552fb0bd5aHOG32
112,112,1201,2022,20221130,3000,1,-557600,39fe77b456034704a811e693259e63b6HOG33
113,113,1201,2022,20221130,3000,1,-190400,3a4c2ef8e74c48498728bc61b859436aHOG34
114,114,1201,2022,20221130,3000,1,-394400,7274451cdad145469d75f6b543f33679HOG35
115,115,1201,2022,20221130,3000,1,0,0ea27ed4c22a442e9e72d3404e3fe6cdHOG36
116,116,1201,2022,20221130,3000,1,190400,0e9137f84e844f56a033e67b5e674f0fHOG37
117,117,1201,2022,20221130,3000,1,0,dec40636add64a2cad52e19a46397498TRG29
118,118,1201,2022,20221130,3000,1,0,1d8806e3f4b74845bcf1ba94c93e4aa0TRG30
119,119,1201,2022,20221130,3000,1,0,43363edaeb17461e812a53a0069ddc89TRG33
120,120,1201,2022,20221130,3000,1,-210800,f549cb0d8d6c46e4bc4c00be68f55346DEN34
121,121,1201,2022,20221130,3000,1,-210800,1841e9e5e6bd43c0a69d38430bc432dcDEN36
122,122,1201,2022,20221130,3000,1,-210800,a56d400646d5406ebececfc836e08f81DEN37
123,123,1201,2022,20221130,3000,1,0,1113907bf5694ae28c2fe50ed7f6b5e7HOG32
124,124,1201,2022,20221130,3000,2,0,fa220c4447f148659e9e0a592bc43162HOG33
125,125,1201,2022,20221130,3000,2,0,ff23f77729f84028a6a0d7d46061eed4HOG34
126,126,1201,2022,20221130,3000,3,0,1d04f2a04a2448fd8e0a3ae0558d1ae1HOG35
