Unnamed: 0,index,plant,calendar_year,calendar_yeer_week,sloc,quantity,total_amount,product_id
0,0,1201,2022,20220831,3000,19,0,1259098aaa8e447181f13903f84e5db1OOO35
1,1,1201,2022,20220831,3000,41,0,39b38616e4d649ab9c3b7d04e82e079fOOO36
2,2,1201,2022,20220831,3000,95,0,8db14e88898e40a392f80ed69c30e206OOO37
3,3,1201,2022,20220831,3000,85,0,7c15de90afd343338f93c8f65a0d8380OOO38
4,4,1201,2022,20220831,3000,103,17000,6c04a173aec34690b242ed4e09367e96OOO39
5,5,1201,2022,20220831,3000,9,-17000,b4065626c09e4eb7b4b387d04d74170aOOO40
6,6,1201,2022,20220831,3000,26,0,036c992831934003b29399e39f0a439eOOO41
7,7,1201,2022,20220831,3000,34,-17000,f9d526e2da2942949d127210c4f25876OOO42
8,8,1201,2022,20220831,3000,3,0,c442166f4551413bb4976325915978daDEN35
9,9,1201,2022,20220831,3000,10,0,85d739e45b7e4c2db7b923db7d8d9a7fDEN37
10,10,1201,2022,20220831,3000,3,0,7fb66c2a533f4e889c7fad82411b4fdcTRG35
11,11,1201,2022,20220831,3000,10,0,80694863979743828576f8167c1fa0baTRG37
12,12,1201,2022,20220831,3000,3,0,42a8d52dd6074860a501c6d2039b8c3cKED35
13,13,1201,2022,20220831,3000,8,0,f77a228929774d258a47f7ab42f21b7aKED37
14,14,1201,2022,20220831,3000,3,0,aaabce45a8694a29851bce73222db112KEM35
15,15,1201,2022,20220831,3000,8,0,83ed7465578e40dda3b7611065d9a4b8KEM37
16,16,1201,2022,20220831,3000,25,153440,580bc3b540084a159cb49b660b3141a8DEN35
17,17,1201,2022,20220831,3000,25,72286,6bfb53ccea8a442984b741598c2e86aaDEN36
18,18,1201,2022,20220831,3000,26,134640,abc8a468febb48afa70afd4a0a827335DEN37
19,19,1201,2022,20220831,3000,45,330480,118f372a8cf542049aeacf895345d378TRG35
20,20,1201,2022,20220831,3000,27,110160,19b16a6c1dc14f689eab490954e60765TRG36
21,21,1201,2022,20220831,3000,48,367200,a67e723caa5a405eb3207a1cfe03f9a0TRG37
22,22,1201,2022,20220831,3000,15,0,bf6f2240b38144d095fbaf7dcd250561XDG21
23,23,1201,2022,20220831,3000,50,0,69a98e7d95254720987f31519d14c9ccDEN25
24,24,1201,2022,20220831,3000,33,80240,4e783f7791914a3180ed8e39dbf23993DEN25
25,25,1201,2022,20220831,3000,4,0,adbfd3ce7f0744a7b1d0b315b76c9b16OOO25
26,26,1201,2022,20220831,3000,41,0,cfdc28cea6234b4987ef50cba4a92fadDEN25
27,27,1201,2022,20220831,3000,40,-80240,d99a70a3d54f4bf58b4ee33d7c1f0ab4DEN25
28,28,1201,2022,20220831,3000,4,0,227401c5a9194e77b4b78cfc79288b07DEN21
29,29,1201,2022,20220831,3000,10,0,dc53b968987e4d159d6a92fdf4e1972bDEN23
30,30,1201,2022,20220831,3000,1,0,f743f1ac87994661a19b6010c87132e1DEN31
31,31,1201,2022,20220831,3000,1,0,9bf6205e9832465e9b9c13172c00d81fDOO29
32,32,1201,2022,20220831,3000,1,0,72c6df122d0f48a5891dcaadd20be6caXMN24
33,33,1201,2022,20220831,3000,1,132600,9941cc99252644178e22d601b6f84b7aXMN25
34,34,1201,2022,20220831,3000,1,0,c538e13fa6a04932806fd3f3ed603ea2XMN32
35,35,1201,2022,20220831,3000,1,0,3d2c9367f772437d87b56754b7c3bffdXMN33
36,36,1201,2022,20220831,3000,1,-153000,73badbe5dc524ccbb09c13cdd8fb654cXMN35
37,37,1201,2022,20220831,3000,1,-132600,eb56bedadc48434d9f4aa5f0d7239d79HOG28
38,38,1201,2022,20220831,3000,1,0,3e4692c8b92343ec90b08a03f1956aa3HOG34
39,39,1201,2022,20220831,3000,1,-598400,03fc90d9da054694af1e41516472d7ecHOG28
40,40,1201,2022,20220831,3000,1,-897600,dfdda5209a544aa0951337eb25a65b85HOG30
41,41,1201,2022,20220831,3000,1,0,0d06adf967bd4ca8abda8703884e497aHOG31
42,42,1201,2022,20220831,3000,1,-448800,dbed5932c1534e38b04e2aee2cb43408HOG32
43,43,1201,2022,20220831,3000,1,-149600,d0c0dcdde4294e79acf88d8786359d18HOG33
44,44,1201,2022,20220831,3000,1,-489600,1faf1f166a734bdb8b891a677d8cb572HOG35
45,45,1201,2022,20220831,3000,1,-163200,c9c637c443b04061b5b306e89259788cHOG36
46,46,1201,2022,20220831,3000,1,0,283c712874934d83b6b280aecdc8ed9bHOG37
47,47,1201,2022,20220831,3000,1,-299200,17baf6fd61644b9ebfb034fa1bef48b7TRG28
48,48,1201,2022,20220831,3000,1,-149600,29eaf604ab0e41cbb2ed93cf52c04af7TRG30
49,49,1201,2022,20220831,3000,1,0,3842a0c8a18341a4a345aa915ca54e63TRG35
50,50,1201,2022,20220831,3000,2,0,ad432f6a30824b7c92a1eec7972e6befHOG26
51,51,1201,2022,20220831,3000,2,0,6789a88f57fe4a93928d40ee240d6a34HOG28
