month,week,site,branch_id,channel_id,distribution_channel,distribution_channel_code,sold_quantity,cost_price,net_price,customer_id,product_id
2022006,202222,1165,1100,CHTT,Bán lẻ,FP,1,120174,177000,8d8a4d58d,459eb7150c0c49d08522ca0fb2ec63cdDEN38
2022006,202222,1126,1100,CHTT,Bán lẻ,FP,1,210306,309000,4aa7f3162,d3e75387df97446591527d286d6f91fdDEN40
2022006,202224,2001,2000,CHTT,Bán lẻ,FP,1,310451,530100,a4af54eee,58a6c31c83d247a687e548c7d841fd7dDEN39
2022006,202225,1601,1600,CHTT,Bán lẻ,FP,1,40058,59000,3a2bd9fa3,6e297e90aa7d40f8b29199c7042c09d7NAU39
2022006,202223,1259,1200,CHTT,Bán lẻ,FP,1,237011,314000,9a0343b4f,6449cd8e26db44fb8195365a25e1915fDEN41
2022006,202224,1152,1100,CHTT,Bán lẻ,FP,-1,-62758,-92000,1fc5830f4,c51f50e6b49c4c37a5d1c76855dbe85aHOL38
2022006,202225,1528,1500,CHTT,Bán lẻ,FP,-1,-237011,-349000,e8492da09,b00a402cce9a48ab9e313fee3ebf6c26NAU37
2022006,202225,1100,1100,TGPP,Phát sinh,ZF2,1,113498,126851,2e1b039ee,0a44a2a5433f460daed7fb52e3139930DOD39
2022006,202224,1533,1500,CHTT,Bán lẻ,FP,1,140204,206000,5b09bf42c,4d4139f514f6436bafd8265de15c4c0fDEN29
2022006,202225,1117,1100,CHTT,Bán lẻ,FP,1,62758,92000,ddb829703,c4cece622a654d6ab2fe952a81d525a3HOD39
2022006,202226,1115,1100,CHTT,Bán lẻ,FP,2,128186,188000,0ad09228f,97d00a18491b4fb68c174cda3c6c1494XAM42
2022006,202224,1246,1200,CHTT,Bán lẻ,FP,1,222725,343000,c0e0dfd2a,9ee13abd66894ca1b1c30028b231c887DOO32
2022006,202223,1162,1100,CHTT,Bán lẻ,FP,1,116836,172000,990bf2c4a,e4827b8b5ad944b1a80590dd9052befcXAM41
2022006,202223,1118,1100,CHTT,Bán lẻ,FP,1,203629,299000,240beda7c,8663ec289a51410bb6561a8e79c515abCAM34
2022006,202222,1601,1600,CHTT,Bán lẻ,FP,1,190276,280000,3a2bd9fa3,77ab9344678f477d92ae11a11ae46a28NAD39
2022006,202222,1117,1100,CHTT,Bán lẻ,FP,1,52744,78000,ddb829703,7dfd75f9c5684821ba2c551535c06defXNH36
2022006,202223,1109,1100,CHTT,Bán lẻ,FP,1,196952,290000,f374cbb86,4c644b512e50498397143ded6366ea3aXAM36
2022006,202225,1133,1100,CHTT,Bán lẻ,FP,1,23368,34000,1a3b356c3,1fc43601ec7b4673b514e3f67e925e2dHOG25
2022006,202223,1107,1100,CHTT,Bán lẻ,FP,1,203629,299000,e0322cb28,caf7dd9af5274d09a8de30c9e3fcbd0cDEN38
2022006,202222,1142,1100,CHTT,Bán lẻ,FP,1,50740,75000,84dc216d6,64ada5f95eb64cf1b16e4147552c7140XNH37
2022006,202224,1231,1200,CHTT,Bán lẻ,FP,1,686998,1010000,72ea23378,e09e75956216446d957c8ed58f6551feXAM39
2022006,202223,1100,1100,ST,Siêu thị,ZFK,1,203629,233575,41caf9329,d3e6976182a64d4a8a5db392f1d1b73eXAM36
2022006,202222,1200,1200,TGPP,Phát sinh,ZF2,1,180262,201469,168c09d6f,082b6cd57d5a4e029662fe9773d483c2XNH32
2022006,202222,1170,1100,CHTT,Bán lẻ,FP,1,110160,162000,e6bec3256,861ad20fa3894aeb87a1e12ca838e5c8XNH37
2022006,202226,1602,1600,CHTT,Bán lẻ,FP,1,313122,460000,9de04ba6f,6e0d6f41b862419f8f0ff5625db6a778NAU42
2022006,202222,1601,1600,CHTT,Bán lẻ,FP,1,57416,84000,3a2bd9fa3,c116b86ccda5469e8f5657c53bcc61baDEN41
2022006,202224,1152,1100,CHTT,Bán lẻ,FP,1,183600,270000,1fc5830f4,70a073c35d87409185da846a3fab43c2DOO32
2022006,202223,1122,1100,CHTT,Bán lẻ,FP,1,233672,344000,c93dd7759,488c73d6183041ac978b645b47c89b2bDOO36
2022006,202225,1110,1100,CHTT,Bán lẻ,FP,1,200291,295000,6e1a4fb79,70cdbdfb63314010ac6e05cae4661b22TIM37
2022006,202224,1169,1100,CHTT,Bán lẻ,FP,1,183600,270000,af0c5a86c,b6ccfa46d87e49218b81390474976b78HOG31
2022006,202223,1200,1200,ST,Siêu thị,ZFK,1,186938,208931,9e0fe05ac,620488b7a9a74d0aa7d58c55b915a8a4XNH31
2022006,202226,1508,1500,CHTT,Bán lẻ,FP,1,196953,290000,167a78f6f,57fae211846f4fd4b9138d486d8fe286HOG35
2022006,202222,1249,1200,CHTT,Bán lẻ,FP,1,273731,403000,5fbf565bc,fe2adae5c375407d954aec1e191e7e8dVAG38
2022006,202225,1521,1500,CHTT,Bán lẻ,FP,1,53411,71000,1f65b124a,93060303616045f1ae9ac2a9c145a277REU38
2022006,202222,1502,1500,CHTT,Bán lẻ,FP,1,116836,172000,948340f03,2f58981f3df344588fd4b925bea275c5XDG23
2022006,202224,1518,1500,CHTT,Bán sỉ,FP,2,260378,317060,e92c09d41,dccbf7f29a354ab9a3c0c4e7a0d1f768NAU43
2022006,202223,1409,1400,CHTT,Bán lẻ,FP,1,383891,565000,7c8a0b91a,fe49b858a00f4a56bbdd2113991e0806XDG38
2022006,202224,1600,1600,TGPP,Phát sinh,ZF2,1,183600,214321,f1f87a8fc,ac9adf3f0c9742518cc8029be8400051XDG31
2022006,202223,1112,1100,CHTT,Bán lẻ,FP,1,116836,172000,d25dab86a,8893f6cfd5cb4a5fa553db90d14a25bcXAM43
2022006,202223,1135,1100,CHTT,Bán lẻ,FP,1,86792,128000,3f4946b49,91f52946ab30418587b120e3304ac548DOO36
2022006,202225,1626,1600,CHTT,Bán lẻ,FP,1,50740,75000,59c7c8560,a9f125a9d70448b29512a99ec43e2992XNH37
2022006,202224,1124,1100,CHTT,Bán lẻ,FP,1,206967,304000,af943870d,d2ad483118484db3895996fc04a1270eDEN39
2022006,202224,2001,2000,CHTT,Bán lẻ,FP,1,190276,324900,a4af54eee,f8a0ccb40f74458899e5e20fdb0df973TRG31
2022006,202225,1152,1100,CHTT,Bán lẻ,FP,1,210306,309000,1fc5830f4,9a49c779b2bc480e9942e2c799655e1eXNH38
2022006,202225,1136,1100,CHTT,Bán lẻ,FP,1,280408,412000,bc07ddb8b,0f53aee1ea6a48d49fe49b1e5e264c54XNH38
2022006,202224,1800,1800,Online,Online,FP,1,686998,858500,5143d0eee,c897811d93ac4140bcde0384baf9c210TRG40
2022006,202225,1152,1100,CHTT,Bán lẻ,FP,1,210306,309000,1fc5830f4,48139f4dbc12493aae6cc6dd3255529dXAM38
