month,week,site,branch_id,channel_id,distribution_channel,distribution_channel_code,sold_quantity,cost_price,net_price,customer_id,product_id
2023003,202311,1110,1100,CHTT,Bán lẻ,FP,1,61200,90000,6e1a4fb79,be037b1a747447ec94ae3c37386e1f17XDG41
2023003,202312,1121,1100,CHTT,Bán lẻ,FP,1,136000,200000,4aaf7ee35,e16255fe4cb5487da40d4a211cf3c855DEN40
2023003,202313,1111,1100,CHTT,Bán lẻ,FP,1,726920,1069000,59230ecf4,a3cebf8a1c294be891d50f52ade4788fDEN41
2023003,202310,1149,1100,CHTT,Bán lẻ,FP,1,292400,430000,10782ecc9,12366c30784541c2b6090affc05a7963DEN32
2023003,202309,1172,1100,CHTT,Bán lẻ,FP,-1,-306000,-405000,5151c2e6a,38ceae18bb334271989498580988b68fNAU38
2023003,202310,1169,1100,CHTT,Bán lẻ,FP,-1,-200600,-295000,af0c5a86c,e2c85aca004c482b95cfae2d9959f96dCAM35
2023003,202313,1518,1500,CHTT,Bán lẻ,FP,1,214200,315000,fe306672e,e2d77889f8a4445982b88ed6a75c5222HOG30
2023003,202312,1128,1100,CHTT,Bán lẻ,FP,1,316200,465000,3378cffd7,6aef89dbe7914048bff39597abf72234XAM43
2023003,202310,1115,1100,CHTT,Bán lẻ,FP,1,319600,423000,0ad09228f,a020b7b756d4488a86f769bb997c29d2HOG36
2023003,202312,1100,1100,TGPP,Hợp đồng,ZF1,2,448800,514800,78d2b830e,b163bb3203284358b5ce372feb79f158XNH37
2023003,202312,1621,1600,CHTT,Bán lẻ,FP,1,316200,465000,299feddd6,5e955ccf083b45d397e60db3025e304cKEM38
2023003,202312,1111,1100,CHTT,Bán lẻ,FP,1,125800,185000,59230ecf4,ea3858e28f8249b4abbf05f03aaebe8eXAM41
2023003,202309,1131,1100,CHTT,Bán lẻ,FP,1,142800,210000,552e3cbc8,ce10bf58320f43e0a2c11d874bcf4e76XMN38
2023003,202310,1601,1600,CHTT,Bán lẻ,FP,1,584120,859000,3a2bd9fa3,348330134cc84df8885381ce260dafacXAM41
2023003,202313,1115,1100,CHTT,Bán lẻ,FP,1,624920,919000,0ad09228f,f053f8bec80641e89ed090bcfe579cc5HOG37
2023003,202309,1200,1200,TGPP,Hợp đồng,ZF1,2,448800,514800,c33662cce,f5fced83773648bfaac9c19280ade8f3HOG36
2023003,202311,1200,1200,TGPP,Hợp đồng,ZF1,5,1241000,1332250,bfb95bbe7,5710f0b3fbea478dbe7a43e9c4839eafXNH43
2023003,202311,1602,1600,CHTT,Bán lẻ,FP,1,40120,59000,9de04ba6f,d99a70a3d54f4bf58b4ee33d7c1f0ab4DEN25
2023003,202310,1512,1500,CHTT,Bán lẻ,FP,1,95200,140000,870fde533,47a2277ef9f643cdbd7fafc6dd32bc29XDG34
2023003,202312,1105,1100,CHTT,Bán lẻ,FP,4,274720,404000,3dd717588,27e263275362483dbddf059291ea5b55XNH39
2023003,202313,1166,1100,CHTT,Bán lẻ,FP,1,210800,310000,5bcfd1b8e,0380745eb1d44f9da110923b688e1351DEN38
2023003,202310,1116,1100,CHTT,Bán lẻ,FP,2,251600,370000,2384aef55,46935fb451044ec2a68b6e31eb30e8abXNH42
2023003,202311,1201,1200,CHTT,Bán lẻ,FP,1,302600,445000,6f665f25d,6363286cd4a442af842ffe737cc64964DOO32
2023003,202310,1625,1600,CHTT,Bán lẻ,FP,1,386920,512000,1692d1918,dc26a91c91764eb8a308c3ba6cd6f72bXDG37
2023003,202310,1118,1100,CHTT,Bán lẻ,FP,1,129200,190000,240beda7c,65e9b8ebb9594d3fb4eddb1f0edfa9d9DEN41
2023003,202312,1800,1800,ONLINE,Online,ZF2,3,397800,549315,02757bde1,c24362590b48433295a6c45e724546ffXAM42
2023003,202310,1502,1500,CHTT,Bán lẻ,FP,1,214200,315000,948340f03,8d386225d7e04d0aa8bcc9811bcffd21XAM35
2023003,202309,1200,1200,ST,Siêu thị,ZFK,4,503200,592000,5689e995f,275171c2a6e24afb803a36d4cd87ef46DEN43
2023003,202309,1504,1500,CHTT,Bán lẻ,FP,1,53720,79000,41fd17be1,97b2544278af4d8e9703163628eb9ddcDEN25
2023003,202312,1509,1500,CHTT,Bán lẻ,FP,2,144160,212000,3f7aebc18,a9088af9e09d493d87520394469dfa63XAM40
2023003,202310,1601,1600,CHTT,Bán lẻ,FP,-1,-125800,-185000,3a2bd9fa3,afbb1c029d5e43539fffbf1542e29e6aXDG22
2023003,202310,1522,1500,CHTT,Bán lẻ,FP,1,125800,185000,29d7e825e,96c2cb787e7245c8b927188cb3f01c73DEN42
2023003,202310,1237,1200,CHTT,Bán lẻ,FP,1,332520,440000,04f4a71cb,d46b6caa45fa439b9c52020746568394XAL36
2023003,202310,1118,1100,CHTT,Bán lẻ,FP,1,86360,127000,240beda7c,4e3be1d6f99341a5a0e47ff93fb42147DEN25
2023003,202312,1121,1100,CHTT,Bán lẻ,FP,1,241400,355000,4aaf7ee35,fb7abbb653d44c99a94e87bcb47fc96cNAU42
2023003,202312,1108,1100,CHTT,Bán lẻ,FP,1,65280,96000,d2174a5d1,8ec85180be9b404b95132a6e267e5fdcNAU42
2023003,202312,1239,1200,CHTT,Bán lẻ,FP,-1,-119000,-175000,860a0d5b0,6457e639b24247a6abd6d8dbcd8dfa35VAG21
2023003,202311,1142,1100,CHTT,Bán lẻ,FP,1,125800,185000,84dc216d6,7e7c6272a08a4c43ba2f043a5caaccbcDEN43
2023003,202312,1125,1100,CHTT,Bán lẻ,FP,1,35360,52000,d00a9c716,dd392a58fe6a4db7add91e01553e7835HOG23
2023003,202312,1604,1600,CHTT,Bán lẻ,FP,1,278800,410000,555f0d182,038fd2940da84e18a9f80f9840916e80KEM38
2023003,202312,1205,1200,CHTT,Bán lẻ,FP,1,63240,93000,194ac9bcf,22a5b61cdd0c4be79aee2d098df03139NAU39
2023003,202310,1134,1100,CHTT,Bán lẻ,FP,1,125800,185000,20c3e0442,c8c274835f6548d799605da00fda90d3XAM39
2023003,202310,1164,1100,CHTT,Bán lẻ,FP,1,132600,195000,aef4d0c16,e4827b8b5ad944b1a80590dd9052befcXAM41
2023003,202309,1609,1600,CHTT,Bán lẻ,FP,1,76840,102000,db886bb46,1e0fecf5a6b74c0688ec601763de63a2VAG36
2023003,202309,1514,1500,CHTT,Bán lẻ,FP,1,332520,489000,e3c296a10,256baeb75db74805bbb24c042600e872XAM44
2023003,202311,1119,1100,CHTT,Bán lẻ,FP,1,136000,200000,f426464a2,ad10b7db02294e679a8f8faeb91a1b84XNH37
2023003,202309,1204,1200,CHTT,Bán lẻ,FP,2,251600,370000,d05ee67e3,e28dde5a638a4d68951c3dc59bedf566DEN41
2023003,202312,1206,1200,CHTT,Bán lẻ,FP,1,129200,190000,2f069943a,ef452028b89848cd81d3d206be9fa216XAM39
2023003,202311,1201,1200,CHTT,Bán lẻ,FP,1,312800,460000,6f665f25d,994da19157b24179a83791ba9f55a595XAL38
2023003,202309,1515,1500,CHTT,Bán lẻ,FP,1,44200,65000,072e2f760,260ea12c2d284536b01f71b51b62b58fTRG25
2023003,202310,1100,1100,ST,Siêu thị,ZFK,1,214200,245700,0b54dc857,1e41e71ee7d440fd93200fbd43d93bccHOG33
2023003,202310,1616,1600,CHTT,Bán lẻ,FP,1,129200,190000,defcd249c,29b3f9a4b8084edf950bef56002d8ed4DEN40
2023003,202311,1601,1600,CHTT,Bán lẻ,FP,1,142800,210000,3a2bd9fa3,25ddc45fdd254f888622ed1f66ae0daaXAD40
2023003,202310,1118,1100,CHTT,Bán lẻ,FP,1,187000,248000,240beda7c,3d9e5657cc164efc9ca8c4701f6b13ecDEN35
2023003,202312,1169,1100,CHTT,Bán lẻ,FP,1,224400,330000,af0c5a86c,8d976c20d9f747798cf07ad07588b806XNH34
2023003,202309,1406,1400,CHTT,Bán lẻ,FP,1,692920,917000,16299493e,da694aa315d14c15a20cb0662493f1dfKEM38
2023003,202311,1114,1100,CHTT,Bán lẻ,FP,1,183600,270000,2ac4efa41,5373d3055e5d4f29901445af6f7a6243XAM38
2023003,202309,1208,1200,CHTT,Bán lẻ,FP,1,374000,550000,c5201e956,64a62e0bff5848be81f7a78521926797DEN34
2023003,202312,1167,1100,CHTT,Bán lẻ,FP,1,536520,789000,4305de5ca,6dcdcbfca8724e09b710da9b5cf5afbbTRG37
2023003,202311,1172,1100,CHTT,Bán lẻ,FP,1,46240,68000,5151c2e6a,3be94d1a82af43fdbbfc788943ad22b2XAM25
2023003,202309,1407,1400,CHTT,Bán lẻ,FP,1,139400,205000,c7908f4e8,ed33cb60741445e0bb3785b8376eeb5aREU42
2023003,202310,1111,1100,CHTT,Bán lẻ,FP,1,115600,153000,59230ecf4,a165be0813414b7bb721e11eebf49342CAM29
2023003,202311,1800,1800,ONLINE,Online,ZF2,1,672520,928671,02757bde1,e13c83779d384906b2bec8cab7a967fcDEN40
2023003,202312,1242,1200,CHTT,Bán lẻ,FP,-1,-316200,-465000,ca4d00dd0,5b5c1e541cec4db9ba8a43515e45b4c9DOO40
2023003,202313,1118,1100,CHTT,Bán lẻ,FP,-1,-214200,-315000,240beda7c,becdb131ecfe4df8b0e0302d694a52d6DEN37
2023003,202311,1200,1200,TGPP,Hợp đồng,ZF1,6,367200,410400,168c09d6f,e4d6ba79267940579245249f49716e98XNH38
