month,week,site,branch_id,channel_id,distribution_channel,distribution_channel_code,sold_quantity,cost_price,net_price,customer_id,product_id
2022003,202210,1500,1500,TGPP,Phát sinh,ZF2,36,2066976,2370963,8b26f7705,c116b86ccda5469e8f5657c53bcc61baDEN41
2022003,202213,1107,1100,CHTT,Bán lẻ,FP,1,160232,236000,e0322cb28,5a4ad7e3b5074816bbcd59f38cb657feDEN41
2022003,202212,1506,1500,CHTT,Bán lẻ,FP,2,40058,55000,0ce7c90d7,af31b1ebea874edbbed08c3e322e0788DEN25
2022003,202210,1105,1100,CHTT,Bán lẻ,FP,2,132192,194000,3dd717588,9c9ed4d161e94381974ea409ee739bdfREU40
2022003,202210,1104,1100,CHTT,Bán lẻ,FP,1,123512,182000,421de55a1,223c35ac4bf949ae89f24af752d30561HOG37
2022003,202212,1411,1400,CHTT,Bán lẻ,FP,1,86792,128000,6c3505931,f3eb1bf971bc4976b0823631235a73abTRG34
2022003,202213,1800,1800,Online,Online,ZF2,2,440640,615600,2424a3c55,39b19fa13023402ea0f94ce3d9e25a39HOG33
2022003,202211,1413,1400,CHTT,Bán lẻ,FP,1,686998,1010000,9d665de8f,aa09bd605be14d009a96eb63cb337911DEN42
2022003,202210,1606,1600,CHTT,Bán lẻ,FP,3,40056,60000,11b90ec46,478bc9240aeb47fa817f7a4e09534014TRG35
2022003,202212,1129,1100,CHTT,Bán lẻ,FP,1,290422,427000,61779b1e7,757943b4256a4a0da43f13e29729c71cREU37
2022003,202212,1125,1100,CHTT,Bán lẻ,FP,1,1067550,1570000,d00a9c716,06e91cef1bc1451c9987547db3476689KEM40
2022003,202211,1106,1100,CHTT,Bán lẻ,FP,3,78114,114000,355c33838,c27df1bdfc99418d9b6c144c061b9cebTRG25
2022003,202210,1260,1200,CHTT,Bán lẻ,FP,2,65428,96000,3341c4475,69a98e7d95254720987f31519d14c9ccDEN25
2022003,202210,1100,1100,TGPP,Phát sinh,ZF2,2,320464,372305,c9b53b898,342b9ea5dde848cb8e7f16a64ac88062NAU38
2022003,202209,1124,1100,CHTT,Bán lẻ,FP,1,200291,295000,af943870d,839f42370c81494d93ae9d077001dabfDEN35
2022003,202211,1504,1500,CHTT,Bán lẻ,FP,1,170248,250000,41fd17be1,0b1cbd7c2d2641b38d6c258da6366c6aDOO28
2022003,202210,1500,1500,TGPP,Phát sinh,ZF2,1,160232,179083,b4e06af22,47a5698fba0f41038baa80d2f0270fbfNAU38
2022003,202213,1622,1600,CHTT,Bán lẻ,FP,1,40058,59000,36c1e6a9e,a85d0282549644329c2b64d2786a2d9bNAU43
2022003,202211,1101,1100,CHTT,Bán lẻ,FP,1,180262,265000,dd5a95cfa,68968b6e6fcf4d91ae995175820fe77dHOG34
2022003,202213,1202,1200,CHTT,Bán lẻ,FP,1,186938,275000,d04882f44,0a7aabacbf6446f6a5fa32ecbb7da101HOG35
2022003,202212,1506,1500,CHTT,Bán lẻ,FP,1,497389,658000,0ce7c90d7,6cb4d25626ac4b4ebb6a4a0f49ec4dc8XAM37
2022003,202209,1803,1800,CHTT,Bán lẻ,FP,1,975780,1501000,f00886420,5a16335ad0d545809360d3dfc9748169DEN37
2022003,202213,1103,1100,CHTT,Bán lẻ,FP,1,240349,353000,8a6174afa,0819596d3cda478abc745c365957de7cREU42
2022003,202210,1528,1500,CHTT,Bán lẻ,FP,1,633587,932000,e8492da09,32c4783f40644580b58d267059765e38XAM43
2022003,202210,1214,1200,CHTT,Bán lẻ,FP,1,53411,79000,90a132d97,94a0a5b36b3a45999808f62af44229a6XNH39
2022003,202212,1143,1100,CHTT,Bán lẻ,FP,1,160232,236000,47ac386dc,2486133dedb748c4be3d4f0b636b1a78DEN40
2022003,202211,1800,1800,Online,Online,FP,-1,-486707,-616000,5143d0eee,bc1896cc99bb44e395015b5e3646005aDEN41
2022003,202212,1506,1500,CHTT,Bán lẻ,FP,1,116836,155000,0ce7c90d7,c58e66e189af4258abdaf2d13ff4f395DEN36
2022003,202210,1124,1100,CHTT,Bán lẻ,FP,1,203629,299000,af943870d,442efc5566ab40bb996d4101f2e9b0b5DEN37
2022003,202211,1800,1800,Online,Online,ZF2,7,3406949,4734653,02757bde1,3c747a837c4647ff947c1475fdf463c4DEN41
2022003,202213,1124,1100,CHTT,Bán lẻ,FP,1,247026,363000,af943870d,097dae33a4264ec2bdc3a12ba5fcb288REU41
2022003,202210,1124,1100,CHTT,Bán lẻ,FP,1,57416,84000,af943870d,1d49fa08085544b8a8e31d5df4d4993fDEN43
2022003,202212,2001,2000,CHTT,-,ZSF,1,190276,292410,6e332fbfe,74fe13e404434f82afde9b6789795070NAU36
2022003,202211,1200,1200,TGPP,Phát sinh,ZF2,1,193614,222637,08c3fa521,599ba675977d47ad95667478bbe780a4XAM28
2022003,202212,1617,1600,CHTT,Bán lẻ,FP,1,223658,329000,2218e8f3c,deb5b8069a784c6a89616306216c13d2DEN36
2022003,202209,1800,1800,Online,Online,FP,-1,-1067550,0,5143d0eee,b50fe1ab7c41492c9e32ce599491ff2bKEM43
2022003,202209,1502,1500,CHTT,Bán lẻ,FP,1,486707,716000,948340f03,08dd0ff365724f8bb21bff5cc4c84c06DEN38
2022003,202211,1165,1100,CHTT,Bán lẻ,FP,1,186938,275000,8d8a4d58d,b34020ee88af4c6b95457caa31530ae2TRG34
