month,week,site,branch_id,channel_id,distribution_channel,distribution_channel_code,sold_quantity,cost_price,net_price,customer_id,product_id
2022005,202218,1122,1100,CHTT,Bán lẻ,FP,1,216982,319000,c93dd7759,f09cf4c3b49946f1b1695d016d4d6194DEN43
2022005,202218,1600,1600,TGPP,Phát sinh,ZF2,1,140204,163905,38350a134,c97096ef77c94859b018b9828e5e0d28DEN39
2022005,202219,1514,1500,CHTT,Bán lẻ,FP,1,283746,417000,e3c296a10,d32dc488c2d748a8bdd8a5fb0919898eHOG34
2022005,202219,1100,1100,TGPP,Phát sinh,ZF2,3,631800,709560,2e1b039ee,dae16e2563534ad3b274059095b976c2DOO35
2022005,202220,1246,1200,CHTT,Bán lẻ,FP,1,327142,481000,c0e0dfd2a,3026908b5eca4937abd72cc2acee38e6XAM38
2022005,202218,1620,1600,CHTT,Bán lẻ,FP,1,290422,427000,109f8cf80,10047be5b8834f009550cad5043a99c3HOL37
2022005,202218,1207,1200,CHTT,Bán lẻ,FP,1,427288,628000,d27d18a3a,12348392b2904ffbbe1a72bd7f9185ecNAD42
2022005,202220,1103,1100,CHTT,Bán lẻ,FP,1,190276,280000,8a6174afa,fd92843a44cb4599a2d255b6b5facc39HOG32
2022005,202220,1100,1100,TGPP,Phát sinh,ZF2,1,140204,156698,d65a48cbf,7ee27765bf32471195cdf58e47cd2bd1DOO40
2022005,202220,1200,1200,ST,Siêu thị,ZFK,3,1492167,1755492,5689e995f,9b09272773324deb8e1d1a131659b39fXAM43
2022005,202217,1601,1600,CHTT,Bán lẻ,FP,1,250364,368000,3a2bd9fa3,bbe0ce85f4ec422f8a091b7385a41fe2DEN35
2022005,202219,1203,1200,CHTT,Bán lẻ,FP,1,564152,830000,f763fca95,b94f26832b714ec3b8bd243d8320158dKEM42
2022005,202220,1202,1200,CHTT,Bán lẻ,FP,1,100146,147000,d04882f44,b88a775a0c6745bb8673171d721707ffXAM25
2022005,202218,1508,1500,CHTT,Bán lẻ,FP,1,413934,609000,167a78f6f,d690e7432aeb42738f53852676fcbc56DEN40
2022005,202219,1200,1200,TGPP,Phát sinh,ZF2,2,166908,184444,32c70f4a9,75e00870da42415c83e642256060270dTIM33
2022005,202219,1521,1500,CHTT,Bán lẻ,FP,1,103484,152000,1f65b124a,7f874c870bad4d66b3dccc77b9e4e142DOO30
2022005,202220,1616,1600,CHTT,Bán lẻ,FP,1,132860,195000,defcd249c,3bd0795109434dddbf06644ccebb08c4DEN42
2022005,202219,1220,1200,CHTT,Bán lẻ,FP,1,116836,172000,5c0dac5c2,cbd56caef9b14dc2b3bdc2c4a6ebe02cXDG20
2022005,202218,1201,1200,CHTT,Bán lẻ,FP,1,173586,255000,6f665f25d,abf544e2aeff4166b6473ba081620808DEN38
2022005,202221,1159,1100,CHTT,Bán lẻ,FP,1,40058,59000,b3c876b42,f9eb785edf874a12a4f8ad5e5f603579XAM42
2022005,202218,1106,1100,CHTT,Bán lẻ,FP,1,497389,731000,355c33838,56707cf1f6ab424b980ce862dd7d8c2aDEN40
2022005,202219,1200,1200,ST,Siêu thị,ZFK,1,237011,275351,d6c19591a,61c2badd95e44106b197e08bf993e134XAM34
2022005,202220,1409,1400,CHTT,Bán lẻ,FP,1,310451,457000,7c8a0b91a,2ac9fe1616744ad6b9d7c2b7847ecce5HOG36
2022005,202218,1113,1100,CHTT,Bán lẻ,FP,1,497389,731000,a0c1d36b9,679a986c17e6486bb57e449bae1cf524DEN43
2022005,202221,1252,1200,CHTT,Bán lẻ,FP,1,203629,299000,0b2da01e9,c231be7da6b149c380dd88d4b8de5189KEM36
2022005,202219,1203,1200,CHTT,Bán lẻ,FP,1,633587,932000,f763fca95,a9c3a703d2924c67ae6742f68d5e49c6DEN43
2022005,202220,1106,1100,CHTT,Bán lẻ,FP,1,133528,196000,355c33838,9979441a031749988bef5bd1a0b5a30aCAM39
2022005,202219,1260,1200,CHTT,Bán lẻ,FP,1,112830,149000,3341c4475,c1e8c8fa9d5748b49e8e77a9292cc22eNAU41
2022005,202221,1162,1100,CHTT,Bán lẻ,FP,1,100146,147000,990bf2c4a,f75a5a34a73148f1bc1289726b31de89XNH25
2022005,202217,1105,1100,CHTT,Bán lẻ,FP,1,201027,309000,3dd717588,d1ac0ce0c9ab4082a0778e985802140eXDG31
2022005,202222,1204,1200,CHTT,Bán lẻ,FP,1,287084,401000,d05ee67e3,a125877bcb774bc9aa3f7388cf499da9HOG37
2022005,202222,1211,1200,CHTT,Bán lẻ,FP,1,310451,457000,c888fa214,a363e7d5976a4a4e8e61228d689b2328DEN40
2022005,202219,1631,1600,CHTT,Bán lẻ,FP,1,267054,393000,4efe110d1,9666f3caca304c3c9c6cc780a94009cbHOG28
2022005,202218,1169,1100,CHTT,Bán lẻ,FP,1,212308,312000,af0c5a86c,da08a30f868a4661b53665b6a9fc5fd4XAM35
2022005,202218,1165,1100,CHTT,Bán lẻ,FP,1,160232,236000,8d8a4d58d,73ecee4ed7f04eb4b6dfd87069b74d71DOD39
2022005,202218,1804,1800,CHTT,Bán lẻ,FP,1,130189,191000,5e814794b,8a6ba9d9a1174b6a83467b95ecf6050dDOO31
2022005,202220,1105,1100,CHTT,Bán lẻ,FP,1,206968,304000,3dd717588,ff23f77729f84028a6a0d7d46061eed4HOG34
2022005,202218,1100,1100,TGPP,Phát sinh,ZF2,1,106822,124102,6315e7dd2,dbc80839d30942f3929fc70e90318604CAM37
2022005,202218,1100,1100,TGPP,Phát sinh,ZF2,3,240348,265090,527c67310,655928f33aaa42cda7b894ac88406b3cXDD30
2022005,202218,1505,1500,CHTT,Bán lẻ,FP,1,176924,260000,9654e071d,cd11cc584f6f4ae8845663513cde508fVAG38
2022005,202220,1235,1200,CHTT,Bán lẻ,FP,1,193614,285000,3d281ed2f,aa550a7739f14a7fb755ca98d564dba5HOG34
2022005,202220,1252,1200,CHTT,Bán lẻ,FP,1,270392,398000,0b2da01e9,11ffe622ca2c4636befee03d482cd1c7DEN37
2022005,202221,1601,1600,CHTT,Bán lẻ,FP,1,40726,60000,3a2bd9fa3,1bddf5b37a494f14a0c7d37c79df820bNAU42
2022005,202218,1607,1600,CHTT,Bán lẻ,FP,1,116836,172000,26d9ea0ef,5389d4a64ce64ff9821256aba35ebfc6XNH40
2022005,202221,1231,1200,CHTT,Bán lẻ,FP,1,23368,34000,72ea23378,ba88165588714150b639e42afafefcf0XAM25
2022005,202221,1220,1200,CHTT,Bán lẻ,FP,1,176924,234000,5c0dac5c2,95c2a37a9b2c4f6b9e44fa3add7b4fa9DEN28
2022005,202221,1104,1100,CHTT,Bán lẻ,FP,1,86792,122000,421de55a1,91f52946ab30418587b120e3304ac548DOO36
2022005,202220,1600,1600,TGPP,Phát sinh,ZF3,1,186938,209952,f1f87a8fc,53b27e3840a3447eb7ffc56fc0f6373bTRG28
