month,week,site,branch_id,channel_id,distribution_channel,distribution_channel_code,sold_quantity,cost_price,net_price,customer_id,product_id
2022002,202208,1526,1500,CHTT,Bán lẻ,FP,-1,-216920,-313000,358041268,1d9e5e54af064017851d9491c7106eceXDG38
2022002,202205,1501,1500,CHTT,Bán lẻ,FP,1,122400,180000,ec45854d2,79585bcdf1cf47f4b8a1731364b4962aNAU38
2022002,202206,1100,1100,TGPP,Phát sinh,ZF2,1,197200,211700,2e1b039ee,173ecd321c22451795347b23c8a14739TRG35
2022002,202206,1500,1500,ST,Siêu thị,ZFK,1,193800,222300,39c657c4d,3773302e515c468b851c6071d0d5c583HOG33
2022002,202208,1122,1100,CHTT,Bán lẻ,FP,1,197200,285000,c93dd7759,e2cb691e818149feb1c472315a1f3bfaXAM32
2022002,202206,1225,1200,CHTT,Bán lẻ,FP,1,292400,422000,21c6228c8,57bfb24ca9ba40649b07f233f4cb5bbbXAM37
2022002,202208,1233,1200,CHTT,Bán lẻ,FP,1,275400,398000,323f83aac,66383717ec394e8a885b0da30af2365cHOG31
2022002,202208,1111,1100,CHTT,Bán lẻ,FP,1,122400,177000,59230ecf4,a9bded3b3fe348618a8afff78b5b7451DEN39
2022002,202207,1247,1200,CHTT,Bán lẻ,FP,1,244800,353455,e66bc48d4,059f9d5043534b039f6c29c98e87c88bDEN40
2022002,202206,1601,1600,CHTT,Bán lẻ,FP,1,203320,294000,3a2bd9fa3,5ed6fd1cfa9043888428b23036b7a6e9HOG37
2022002,202206,1148,1100,CHTT,Bán lẻ,FP,-1,-190400,-275000,0475c4442,ca4b6331edec42df8069c725cffbf99fDEN35
2022002,202206,1109,1100,CHTT,Bán lẻ,FP,1,187000,270000,f374cbb86,b25723b777af4360a6fc6ea67dd2ebd3XDG32
2022002,202207,1200,1200,TGPP,Phát sinh,ZF2,2,108800,125201,3f34ba79b,2917e212eb444fe3a3a86ae4dc1b04ddDEN43
2022002,202208,1402,1400,CHTT,Bán lẻ,FP,1,102000,147000,45b034593,3fbb1693b48840c885c7212b6fd7d3c6XAM39
2022002,202207,1137,1100,CHTT,Bán lẻ,FP,1,200600,290000,12402aac9,4f047c6ba8d34f0cb81006a4cd024cb2TRG36
2022002,202207,1100,1100,TGPP,Phát sinh,ZF2,1,187000,197100,964b3df83,21d2d764841c4d418303e3eb99b2ba78HOG33
2022002,202207,1100,1100,TGPP,Phát sinh,ZF2,2,272000,294546,94363e2af,e4ca5abb177d49d9aae8907448b24ed1CAM42
2022002,202207,1131,1100,CHTT,Bán lẻ,FP,1,146250,221000,552e3cbc8,90e7fa65261145a3b30c30eb3b891503XNH34
2022002,202207,1113,1100,CHTT,Bán lẻ,FP,1,550120,794000,a0c1d36b9,75d7b60050374e2283f8a82f4ac80022XAM42
2022002,202206,1100,1100,TGPP,Phát sinh,ZF2,1,316200,362700,60ee6e424,528ada10bf314ce2a061174bc3413e51CAM43
2022002,202208,1201,1200,CHTT,Bán lẻ,FP,1,291720,421000,6f665f25d,e8b5361b0ce347beb30416c6aa092e6dDEN35
2022002,202207,1117,1100,CHTT,Bán lẻ,FP,1,699720,1010000,ddb829703,311c480c34af4b029b8b1f7e7e492cbeDEN41
2022002,202208,1510,1500,CHTT,Bán lẻ,FP,1,258400,373000,c4b296c29,58ba3da82ef6456aa3c669a8aa85ab0eDOO39
2022002,202207,1100,1100,TGPP,Phát sinh,ZF2,2,380800,412363,226aefff7,dfc927656f544f1182a3662f6b585021DOO37
2022002,202208,1142,1100,CHTT,Bán lẻ,FP,1,58480,84000,84dc216d6,d0b571578bc042cca688ec92debbedc4NAU41
2022002,202207,1133,1100,CHTT,Bán lẻ,FP,1,60520,87382,1a3b356c3,271f91566a1d4885b39ed7a29fa4128cDEN39
2022002,202206,1112,1100,CHTT,Bán lẻ,FP,1,187000,270000,d25dab86a,ebee321a57014054992ff60fd44770fcXDG33
2022002,202208,1118,1100,CHTT,Bán lẻ,FP,1,340000,491000,240beda7c,09c2e8c3db0849d2b4303f8c3978c333DEN38
2022002,202206,1603,1600,CHTT,Bán lẻ,FP,1,81600,118000,d6533d315,6de4ea3aebb9441fb08fb6122b93a152TRG42
2022002,202207,1508,1500,CHTT,Bán lẻ,FP,1,51680,74618,167a78f6f,5737efcdb0934708b28c8935dac68a3aDEN37
2022002,202206,1152,1100,CHTT,Bán lẻ,FP,1,187000,270000,1fc5830f4,3a4c7938a7884f049b5d3aa9b27cc67cXDG33
2022002,202207,1615,1600,CHTT,Bán lẻ,FP,1,699720,1010000,0196d459c,311c480c34af4b029b8b1f7e7e492cbeDEN41
2022002,202207,1803,1800,CHTT,Bán lẻ,FP,1,645320,932000,f00886420,8fac3c15c7f943b6bee7bfc946d630feDEN39
2022002,202207,1244,1200,CHTT,Bán lẻ,FP,1,316200,457000,fc0dc8117,d8283c0111a54c8c8e58e6d91f955adeDOO39
2022002,202207,1519,1500,CHTT,Bán lẻ,FP,-1,-125800,-181636,839e7f8ea,494de76617b24924bf003750e63ea9baNAU42
2022002,202207,1105,1100,CHTT,Bán lẻ,FP,1,187000,270000,3dd717588,21d2d764841c4d418303e3eb99b2ba78HOG33
2022002,202206,1118,1100,CHTT,Bán lẻ,FP,1,166600,245000,240beda7c,622d5b7255d64813b6adca2e3f3b2855NAU43
2022002,202207,1237,1200,CHTT,Bán lẻ,FP,1,251600,363000,04f4a71cb,c4a27886535e4d77a01aeeea88f7b979XNH36
2022002,202208,1143,1100,CHTT,Bán lẻ,FP,1,204000,295000,47ac386dc,12401f124287453ea72a270994a4dc01XNH36
2022002,202207,1800,1800,Online,Online,ZRD,-1,-495720,-679958,2424a3c55,7015cc114a444160a03d33e16efa88fcKED39
2022002,202206,1200,1200,TGPP,Phát sinh,ZF2,2,176800,203760,26b1a1042,32b735df35844f7cb93cb690dfe4ec77XDG35
2022002,202206,1602,1600,CHTT,Bán lẻ,FP,1,207350,188000,9de04ba6f,6c6ea9307a214c898b988fa8624a7013XDG34
2022002,202206,1200,1200,TGPP,Phát sinh,ZF2,4,1768000,1976720,40367e798,8adbc0c611184b24a24a181bdd41d31cDEN38
2022002,202208,1609,1600,CHTT,Bán lẻ,FP,1,221000,319000,db886bb46,cbd63f5c23934813b1df8698aed540d8NAU39
2022002,202206,1505,1500,CHTT,Bán lẻ,FP,2,1142400,1650000,9654e071d,c38e5cdce4d4495c99ecfddb1776613dDEN40
2022002,202207,1402,1400,CHTT,Bán lẻ,FP,1,63920,92000,45b034593,d4eebb603bc04a2f83d0c62f6e684049XNH36
2022002,202207,1200,1200,TGPP,Phát sinh,ZF2,6,816000,886464,bfb95bbe7,a0bf45fe743948f881a5257c426f7779XNH42
2022002,202207,1208,1200,CHTT,Bán lẻ,FP,1,234600,339000,c5201e956,12b8a9b08d594d628226d2897b3eab82XNH35
2022002,202207,1107,1100,CHTT,Bán lẻ,FP,1,289000,417000,e0322cb28,57888d8d55904de29e4a939995a2627bHOG37
2022002,202208,1130,1100,CHTT,Bán lẻ,FP,1,645320,932000,8e5c342e2,e545ca4e63e44241beb98213ad52ece4XAM42
2022002,202207,1126,1100,CHTT,Bán lẻ,FP,1,506600,731000,4aa7f3162,95b2b0b551f24cbea419c4e214060d8aDEN43
2022002,202207,1112,1100,CHTT,Bán lẻ,FP,1,224400,324000,d25dab86a,c27665ca3e1645d1b2b07211eeb209f5XMN42
2022002,202207,1121,1100,CHTT,Bán lẻ,FP,-1,-597720,-863000,4aaf7ee35,37cfc66db2f64d439a5e75673d40724bDEN39
2022002,202207,1810,1800,CHTT,Bán lẻ,FP,-1,-295800,-427000,2510cf1ee,fe7e2e9202c747d2831afa5c71bb7e87HOG36
2022002,202207,1109,1100,CHTT,Bán lẻ,FP,1,74800,108000,f374cbb86,4c8be3dcfef1495c8c4e16c63b1e195fHOG33
2022002,202208,1208,1200,CHTT,Bán lẻ,FP,1,506600,731000,c5201e956,e30f663e91d7449495bd13f6922f1a65TRG41
2022002,202208,1157,1100,CHTT,Bán lẻ,FP,1,159800,255000,f3d610794,a23cb60d9d9c4697bf8a6508b673141fDEN36
2022002,202207,1100,1100,TGPP,Phát sinh,ZF2,1,187000,202500,226aefff7,0a3f2b64a22f41f8a3bac8b13c20fb6cXAM31
2022002,202207,1125,1100,CHTT,Bán lẻ,FP,1,54400,79000,d00a9c716,017457d91e814e19926e3edc8db2015aDEN43
2022002,202207,1127,1100,CHTT,Bán lẻ,FP,-1,-115600,-166909,fd15d3401,b2e5e6d2293b43628a05b642822744c0DOO29
2022002,202209,1101,1100,CHTT,Bán lẻ,FP,1,571200,825000,dd5a95cfa,8401e4f42fdf4fabbb4f3cfdba0d8431NAD41
2022002,202206,1510,1500,CHTT,Bán lẻ,FP,1,272000,393000,c4b296c29,d9e872ae6ca24d3eba5f8f48ddf0b07dHOG32
2022002,202207,1627,1600,CHTT,Bán lẻ,FP,-1,-46240,-66764,3e1bc6346,6d6ac229434c400cbcdc429882be15e4DOO28
2022002,202207,1143,1100,CHTT,Bán lẻ,FP,-1,-234600,-339000,47ac386dc,02687e08b8964e27a3c3fe8d9f697693HOG37
2022002,202206,1100,1100,TGPP,Phát sinh,ZF2,1,187000,275000,c47eea2e4,27520720aa824f279d35b3ea9009dd00HOG32
2022002,202207,1123,1100,CHTT,Bán lẻ,FP,1,119000,172000,81c0c4b70,25af2619b4534dab8d9222c8d592e76cDOO42
2022002,202207,1131,1100,CHTT,Bán lẻ,FP,1,60520,87000,552e3cbc8,4dbb7ef43fe5435ea5f96f83899607acNAU43
2022002,202206,1100,1100,TGPP,Phát sinh,ZF2,2,380800,425600,10f5a68bc,99f3ff4f7af342efb0387fb8eb1af3fcDEN36
2022002,202206,1100,1100,ST,Siêu thị,ZFK,1,224400,264000,08dad4c83,f418fc072ba64a8eb8aa3de9ce64403fDEN28
2022002,202207,1151,1100,CHTT,Bán lẻ,FP,1,153000,221000,809d3959a,1fcebc4a5aaf42b484425fdcc8b6f6acXNH42
2022002,202206,1231,1200,CHTT,Bán lẻ,FP,1,197200,285000,72ea23378,f77430c1d2c648ad9277fa5be1ccf02eXAM30
2022002,202206,1500,1500,TGPP,Phát sinh,ZF2,1,108800,126400,ec8178cc6,9e76bf463d4b48baa05e9b5664557648HOG35
2022002,202208,1105,1100,CHTT,Bán lẻ,FP,1,119000,172000,3dd717588,8edb2d5a2b834774b8ebd9d2dbdbaa50NAD38
2022002,202206,1101,1100,CHTT,Bán lẻ,FP,1,493000,712000,dd5a95cfa,65906a1557ce4ca4a993ebc2aec5ed2fDEN41
2022002,202207,1104,1100,CHTT,Bán lẻ,FP,1,445400,643091,421de55a1,38d7f00df7194171b806321dbb817ea0DEN43
2022002,202206,1149,1100,CHTT,Bán lẻ,FP,1,221000,325000,10782ecc9,77fb7eabcaf04adeacdbf3cbf4507e3fDEN42
2022002,202207,1100,1100,TGPP,Phát sinh,ZF2,3,591600,640636,527c67310,1a96ab7ef2674f0d85959bc870475ea6DEN33
2022002,202208,1105,1100,CHTT,Bán lẻ,FP,1,306000,442000,3dd717588,55a110e37d154b17ab205d2c44900b2aDEN36
2022002,202206,1107,1100,CHTT,Bán lẻ,FP,1,180200,260000,e0322cb28,b6f5b43608454e9b8a28d1496fdf2660KEM37
2022002,202207,1632,1600,CHTT,Bán lẻ,FP,1,125800,182000,2229073d6,acdb009ddb4a4d42b6b89d2def49709dNAU40
2022002,202207,1243,1200,CHTT,Bán lẻ,FP,1,81600,118000,a2fe2f36d,0048c6d05d6c4467811ef003791df155HOG31
2022002,202206,1216,1200,CHTT,Bán lẻ,FP,1,136000,196000,5ee775937,364cbc426eff4f8092aa18dec52c3a59DEN39
2022002,202208,1422,1400,CHTT,Bán lẻ,FP,1,258400,373000,838c58db4,a94598859fba4b4e96dafb49f5ce160aDEN38
2022002,202208,1811,1800,CHTT,Bán lẻ,FP,1,495720,716000,342cbd03f,0c713cf36c534d10b1871e6e0ade42d4KED42
2022002,202208,1134,1100,CHTT,Bán lẻ,FP,1,493000,712000,20c3e0442,8c47528d918242689d2d9d4ed727c3f9DOO42
2022002,202206,1200,1200,TGPP,Phát sinh,ZF2,4,748000,836720,ec6ba7565,9b9b266d170d4356b90f1db0c101e021HOG30
2022002,202207,1139,1100,CHTT,Bán lẻ,FP,1,142800,206000,7113070f4,6cbc7c3d38234ab5949f938898992d1cDOO41
2022002,202208,1503,1500,CHTT,Bán lẻ,FP,1,268600,388000,dfa3b8845,00b5841cd1b0424e8cb205093ea1e413VAG38
2022002,202206,1523,1500,CHTT,Bán lẻ,FP,1,234600,339000,69b2afa4a,251eb69fb15a4f63b4227a60c36bcbaaDEN39
2022002,202207,1104,1100,CHTT,Bán lẻ,FP,1,197200,285000,421de55a1,0bf977616bad4b3aaf3b2d29fe2869ddXMN37
2022002,202207,1600,1600,TGPP,Phát sinh,ZF2,1,299200,329341,6bf9cc069,635390652a4e475cb1e17f804db26a26CAM40
2022002,202206,1617,1600,CHTT,Bán lẻ,FP,1,98600,142000,2218e8f3c,93f3d133edd842ea8e9aff4a9c7642ccDEN38
2022002,202208,1105,1100,CHTT,Bán lẻ,FP,1,258400,373000,3dd717588,a42e46b50cfe4ada89d960ddf555762fHOL37
2022002,202208,1101,1100,CHTT,Bán lẻ,FP,1,506600,731000,dd5a95cfa,7fa4131c4cc84da2942a42f6b0502232DEN41
2022002,202206,1605,1600,CHTT,Bán lẻ,FP,1,173400,250000,96ab10c27,55a329a04d324d739bd037731585ed09DEN36
2022002,202208,1108,1100,CHTT,Bán lẻ,FP,1,193800,272000,d2174a5d1,0c4f1d1947ac47e2a9c62837dcec79e4XDG27
2022002,202206,1150,1100,CHTT,Bán lẻ,FP,1,495720,716000,3389917a2,4e27daa6b8f64ef49d3be3549d67b25dTRG39
2022002,202208,1130,1100,CHTT,Bán lẻ,FP,1,180200,260000,8e5c342e2,201365abbfde4533b78f1bc008d2486eDEN39
2022002,202206,1216,1200,CHTT,Bán lẻ,FP,1,102000,147000,5ee775937,378b6a85590e419ea6dd4be323f9e99fXNH42
2022002,202207,1140,1100,CHTT,Bán lẻ,FP,1,347750,525000,8e0081de1,cac5907922824d80a86bc18cd1029379DOO35
2022002,202208,1201,1200,CHTT,Bán lẻ,FP,1,438600,633000,6f665f25d,408e3d32ef08470387761bf8f03cbf58DEN37
2022002,202206,1111,1100,CHTT,Bán lẻ,FP,1,289000,417000,59230ecf4,672dfef2ba7b423294b8f6129faf6046REU35
2022002,202207,1606,1600,CHTT,Bán lẻ,FP,1,248200,340000,11b90ec46,16a7c66a78014080b25cbf63a86a82fdNAU43
2022002,202206,1123,1100,CHTT,Bán lẻ,FP,1,58480,84000,81c0c4b70,13d00be2e379474cb8e6aed8f54eb13bDEN40
