month,week,site,branch_id,channel_id,distribution_channel,distribution_channel_code,sold_quantity,cost_price,net_price,customer_id,product_id
2023006,202322,1101,1100,CHTT,Bán lẻ,FP,1,316200,465000,dd5a95cfa,1cdccfddebf04285a10c871fdf2f1ccfXNG39
2023006,202325,1504,1500,CHTT,Bán lẻ,FP,1,726920,1069000,41fd17be1,d468eb983cbb4849a54ed39610fb4e89XNH44
2023006,202323,1621,1600,CHTT,Bán lẻ,FP,1,159800,235000,299feddd6,e29283acf2a84141b48a921cbdc46590XNH29
2023006,202324,1113,1100,CHTT,Bán lẻ,FP,1,114240,168000,a0c1d36b9,c177bba7b83a4177b04954c5825cab8dXNH39
2023006,202322,1100,1100,TGPP,Phát sinh,ZF2,1,726920,780370,1e094f54c,94c3f5fe7691442081f3ae9727a1eea7XAM41
2023006,202324,1105,1100,CHTT,Bán lẻ,FP,2,428400,630000,3dd717588,27db4f7691c04b8d8955bfe837d898baHOG39
2023006,202323,1152,1100,CHTT,Bán lẻ,FP,1,190400,280000,1fc5830f4,46a638cc5e394e3a83f356da64c11f37XDD35
2023006,202325,1813,1800,CHTT,Bán lẻ,FP,1,278800,410000,6ba416cf1,03d6cf7934df449696b46ddd15873a5dDEN35
2023006,202325,1100,1100,ST,Siêu thị,ZFK,2,190400,224000,3aedf8f8d,1e9d0fc8fe7642469651b2790c55d54fXNG34
2023006,202325,1133,1100,CHTT,Bán lẻ,FP,1,142800,210000,1a3b356c3,c1519bc70149488398dee05e35f0959aDOO32
2023006,202322,1105,1100,CHTT,Bán lẻ,FP,1,879780,1419000,3dd717588,00e5b5254bb14e0f8402216a680d0bf1DEN37
2023006,202325,1207,1200,CHTT,Bán lẻ,FP,1,85000,112000,d27d18a3a,f79cc574d5924214bab911cbe7d9adf9DEN26
2023006,202325,1126,1100,CHTT,Bán lẻ,FP,1,299200,374000,4aa7f3162,707c4fb98c674af7a2278a4515ddd654NAD42
2023006,202323,1519,1500,CHTT,Bán lẻ,FP,1,61200,90000,839e7f8ea,5d5a5b11f69a46089ba74ccf3198cd07XNH43
2023006,202323,1256,1200,CHTT,Bán lẻ,FP,1,159800,235000,5d54b2568,36f73aca62af4b2086ae3b3d923f8a9aXNH24
