month,week,site,branch_id,channel_id,distribution_channel,distribution_channel_code,sold_quantity,cost_price,net_price,customer_id,product_id
2023005,202320,1204,1200,CHTT,Bán lẻ,FP,1,197200,290000,d05ee67e3,260c5ba788994d1fa8b3fa0dee37bbf8DEN32
2023005,202318,1402,1400,CHTT,Bán lẻ,FP,1,272000,400000,45b034593,776dca518aee479fb72a6165f32b7bd1XAM43
2023005,202321,1226,1200,CHTT,Bán lẻ,FP,1,278800,410000,7ab48fd67,fe7acb895f374ea2942b6a652b619046KEM36
2023005,202322,1601,1600,CHTT,Bán lẻ,FP,1,115600,153000,3a2bd9fa3,b71362791f5e4241a00c6255e778219dDOO28
2023005,202321,1123,1100,CHTT,Bán lẻ,FP,1,119000,140000,81c0c4b70,7ceb75836e4649afb5bd831f5fc1aaa1XNH38
2023005,202320,1515,1500,CHTT,Bán lẻ,FP,1,726920,1069000,072e2f760,f0867bd0ad504d5c8a0d1907b7417f30DEN42
2023005,202320,1100,1100,ST,Siêu thị,ZF1,1,88400,98800,45c97fc3b,b692a24f73544fc7aa5d1a1e54fd176aXAM31
2023005,202319,1248,1200,CHTT,Bán lẻ,FP,1,272350,419000,5898041ea,f17cff69fd0046e39a3b5e64c00932b6DOO32
2023005,202321,1300,1300,TGPP,Hợp đồng,ZF1,36,4827456,5239823,61862a621,7c14e663331a47c38d93074563e8f197DOO36
2023005,202321,1608,1600,CHTT,Bán lẻ,FP,1,183600,270000,cf814a40a,56f78a6b481a40ef80f60c4521274f01DEN38
2023005,202320,1150,1100,CHTT,Bán lẻ,FP,1,200600,295000,3389917a2,f7245b5fe7424f919a24954840925f40DEN25
2023005,202321,1413,1400,CHTT,Bán lẻ,FP,1,227800,335000,9d665de8f,0a866e73bdf54e74ae738c84b3e2ab1aKEM35
2023005,202320,1800,1800,ONLINE,Online,ZF2,1,238000,328650,02757bde1,49c7a5e697284a459a67ee1996fff58bXAM42
2023005,202320,1125,1100,CHTT,Bán lẻ,FP,1,119000,175000,d00a9c716,3598bcc999da43bc984257e993c579dbDEN37
2023005,202318,1800,1800,ONLINE,Online,ZF2,2,285600,394380,02757bde1,2fd5fd80cb0c4542a3c8d27742b55e71XMN42
2023005,202321,1123,1100,CHTT,Bán lẻ,FP,1,231200,340000,81c0c4b70,0f44ccb42b6c4998b18bef78a645d141XNH38
2023005,202320,1512,1500,CHTT,Bán lẻ,FP,1,63240,93000,870fde533,22a5b61cdd0c4be79aee2d098df03139NAU39
2023005,202321,1800,1800,ONLINE,Online,ZRD,-1,-469200,-647910,02757bde1,2e81ec4d7c30493eb57c16d67dca4bd8XAM35
2023005,202320,1135,1100,CHTT,Bán lẻ,FP,1,224400,330000,3f4946b49,f5fced83773648bfaac9c19280ade8f3HOG36
2023005,202320,1121,1100,CHTT,Bán lẻ,FP,1,197200,290000,4aaf7ee35,c0e7894ea54a40b3948ea35543276cd9XDG25
2023005,202320,1521,1500,CHTT,Bán lẻ,FP,1,125800,185000,1f65b124a,96c2cb787e7245c8b927188cb3f01c73DEN42
2023005,202318,1100,1100,TGPP,Phát sinh,ZF2,1,726920,812440,b7040d019,e2d20e56ff5141f48c7669670ac71fd0REU43
2023005,202321,1112,1100,CHTT,Bán lẻ,FP,1,44200,65000,d25dab86a,260ea12c2d284536b01f71b51b62b58fTRG25
2023005,202320,1523,1500,CHTT,Bán lẻ,FP,1,227800,335000,69b2afa4a,a1d1052f92a943888e22eaeab63693b5NAD38
2023005,202320,1105,1100,CHTT,Bán lẻ,FP,1,380120,559000,3dd717588,0e0c1fc78ef542e8a4fa097d3088479fHOD37
2023005,202318,1100,1100,TGPP,Hợp đồng,ZF1,2,380800,425600,a84c05b85,7617443a7eea4c6680f365a20ee2861bCAM30
2023005,202321,1118,1100,CHTT,Bán lẻ,FP,1,465800,685000,240beda7c,edafa8d859a142839cca32d11cbeb37aXAM39
2023005,202321,1515,1500,CHTT,Bán lẻ,FP,1,115600,170000,072e2f760,8dbfc39001214762bcc2d2774c59acf8DEN37
